dataset_name,variable_name,label,concept,predicateType
cps/basic/oct,H_HHNUM,Household-household number,,int
cps/basic/oct,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/oct,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/oct,A_WHYNL8,Labor Force-school/training,,int
cps/basic/oct,A_WHYNL9,Labor Force-ill health,,int
cps/basic/oct,A_WHYNLB,Labor Force-don't know,,int
cps/basic/oct,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/oct,A_WHYNLA,Labor Force-other,,int
cps/basic/oct,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/oct,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/oct,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/oct,A_WHYNL1,Labor Force-no work available,,int
cps/basic/oct,A_WHYNL6,Labor Force-child care,,int
cps/basic/oct,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/oct,A_WHYNL4,Labor Force-age,,int
cps/basic/oct,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/oct,A_MAJACT,Labor Force-activities last week,,int
cps/basic/oct,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/oct,H_MSTIND,Household-master segment tape index,,int
cps/basic/oct,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/oct,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/oct,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/oct,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/oct,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/oct,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/oct,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/oct,A_SPOUSE,Demographic-line number,,int
cps/basic/oct,A_LKWK,Labor Force-looking for work,,int
cps/basic/oct,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/oct,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/oct,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/oct,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/oct,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/oct,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/oct,H_HHTYPE,Household-type of household,,int
cps/basic/oct,H_LIVQRT,Household-living quarters,,int
cps/basic/oct,A_PARENT,Demographic-line number,,int
cps/basic/oct,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/oct,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/oct,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/oct,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/oct,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/oct,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/oct,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/oct,HG_REG,Geography-region,,int
cps/basic/oct,A_PFHHAG,Demographic-age,,int
cps/basic/oct,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/oct,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/oct,A_VETWGT,Weight-veteran's weight,,int
cps/basic/oct,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/oct,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/oct,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/oct,A_FAMWGT,Weight-family weight,,int
cps/basic/oct,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/oct,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/oct,H_INTRV1,Household-interviewer code,,int
cps/basic/oct,H_INTRV2,Household-interviewer code,,int
cps/basic/oct,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/oct,H_INTRV3,Household-interviewer code,,int
cps/basic/oct,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/oct,H_MIS,Household-month in sample,,int
cps/basic/oct,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/oct,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/oct,A_HGC,Grade Completed?,,int
cps/basic/oct,H_TYPERP,Household-type of reference person,,int
cps/basic/oct,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/oct,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/oct,H_TYPEBC,Household-type B/C,,int
cps/basic/oct,H_FARM,Household-farm/nonfarm,,int
cps/basic/oct,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/sep,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/sep,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/sep,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/sep,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/sep,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/sep,A_UNTYPE,Labor Force-reason,,int
cps/basic/sep,H_TENURE,Household-tenure,,int
cps/basic/sep,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/sep,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/sep,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/sep,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/sep,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/sep,A_AGE,Demographic-age,,int
cps/basic/sep,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/sep,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/sep,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/sep,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/sep,A_FAMNUM,Demographic-family number,,int
cps/basic/sep,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/sep,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/sep,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/sep,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/sep,HG_CMSA,Geography-CMSA code,,int
cps/basic/sep,A_EXPLF,Labor Force-employment status,,int
cps/basic/sep,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/sep,A_HRS1,Labor Force-total hours worked,,int
cps/basic/sep,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/sep,A_RACE,Demographic-race,,int
cps/basic/sep,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/sep,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/sep,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/sep,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/sep,H_ID,Household-unique household identifier,,string
cps/basic/sep,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/sep,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/sep,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/sep,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/sep,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/sep,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/sep,A_HSCOL,School Enrollment-institution,,int
cps/basic/sep,A_PFREL,Demographic-primary family relationship,,int
cps/basic/sep,AXRACE,Demographic-race (allocation flag),,int
cps/basic/sep,A_ANYWK,Labor Force-work,,int
cps/basic/sep,A_EMP,Labor Force-employed persons,,int
cps/basic/sep,H_TIMINT,Household-time of interview,,int
cps/basic/sep,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/sep,H_TYPINT,Household-type interview,,int
cps/basic/sep,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/sep,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/sep,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/sep,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/sep,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/sep,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/sep,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/sep,A_SEX,Demographic-sex,,int
cps/basic/sep,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/sep,H_DAYCMP,Household-day interview complete,,int
cps/basic/sep,HG_MSSZ,Geography-MSA size,,int
cps/basic/sep,H_FAMINC,Household-family income,,int
cps/basic/sep,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/sep,A_PFSIZE,Demographic-size,,int
cps/basic/sep,H_MONTH,Household-month of survey,,int
cps/basic/sep,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/sep,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/sep,A_WHYNA,Labor Force-why not,,int
cps/basic/sep,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/sep,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/sep,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/sep,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/sep,A_ERNEL,Earnings-eligibility,,int
cps/basic/sep,H_CPSCHK,Household-interviewer check item,,int
cps/basic/sep,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/sep,H_TELAVL,Household-telephone available,,int
cps/basic/sep,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/sep,HXAREASN,Household-reason (allocation flag),,int
cps/basic/sep,A_MTHD6,Labor Force-nothing,,int
cps/basic/sep,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/sep,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/sep,A_FAMREL,Demographic-family relationship,,int
cps/basic/sep,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/sep,A_MTHD7,Labor Force-other,,int
cps/basic/sep,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/sep,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/sep,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/sep,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/sep,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/sep,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/sep,A_MTHD3,Labor Force-employer,,int
cps/basic/sep,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/sep,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/sep,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/sep,A_WANTJB,Labor Force-want regular job,,int
cps/basic/sep,A_RECTYP,Demographic-record type,,int
cps/basic/sep,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/sep,HG_MSAC,Geography-FIPS code,,int
cps/basic/sep,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/sep,HG_MSAR,Geography-rank,,int
cps/basic/sep,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/sep,A_RRP,Demographic-relationship to reference person,,int
cps/basic/sep,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/sep,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/sep,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/sep,A_PFWS,Labor Force-wage and salary,,int
cps/basic/sep,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/sep,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/sep,HG_MSAS,Geography-MSA status,,int
cps/basic/sep,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/sep,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/sep,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/sep,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/sep,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/sep,H_SEASON,Household-seasonal status,,int
cps/basic/sep,H_STATUS,Household-status change,,int
cps/basic/sep,H_TYPE,Household-household type,,int
cps/basic/sep,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/sep,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/sep,AXAGE,Demographic-age (allocation flag),,int
cps/basic/sep,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/sep,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/sep,A_MARITL,Demographic-marital status,,int
cps/basic/sep,A_PFNOER,Earnings-number of earners,,int
cps/basic/sep,A_REORGN,Demographic-origin,,int
cps/basic/sep,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/sep,HG_PMSA,Geography-PMSA rank,,int
cps/basic/sep,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/sep,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/sep,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/sep,A_LINENO,Demographic-line number,,int
cps/basic/sep,A_JOBABS,Labor Force-absence from job,,int
cps/basic/sep,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/sep,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/sep,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/sep,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/sep,H_NUMFAM,Household-number of families,,int
cps/basic/sep,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/sep,A_AVAIL,Labor Force-available job,,int
cps/basic/sep,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/sep,H_PRSCNT,Household-number of contacts,,int
cps/basic/sep,H_NUMPER,Household-number of persons,,int
cps/basic/sep,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/sep,HXARACE,Household-race (allocation flag),,int
cps/basic/sep,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/sep,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/sep,H_AREASN,Household-reason,,int
cps/basic/sep,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/sep,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/sep,A_FAMTYP,Demographic-family type,,int
cps/basic/sep,H_OCCINT,Household-unit occupancy,,int
cps/basic/sep,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/sep,H_HHWGT,Household-household weight,,int
cps/basic/sep,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/sep,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/sep,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/sep,A_FNLWGT,Weight-adults final weight,,int
cps/basic/sep,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/sep,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/sep,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/sep,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/sep,A_VET,Demographic-veteran status,,int
cps/basic/sep,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/sep,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/sep,H_TELHHD,Household-telephone in household,,int
cps/basic/sep,A_PTREA,Labor Force-reasons,,int
cps/basic/sep,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/sep,H_TELCNT,Household-number of contacts,,int
cps/basic/sep,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/sep,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/sep,A_PAYABS,Labor Force-paid absences,,int
cps/basic/sep,H_HHNUM,Household-household number,,int
cps/basic/sep,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/sep,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/sep,A_WHYNL8,Labor Force-school/training,,int
cps/basic/sep,A_WHYNL9,Labor Force-ill health,,int
cps/basic/sep,A_WHYNLB,Labor Force-don't know,,int
cps/basic/sep,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/sep,A_WHYNLA,Labor Force-other,,int
cps/basic/sep,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/sep,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/sep,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/sep,A_WHYNL1,Labor Force-no work available,,int
cps/basic/sep,A_WHYNL6,Labor Force-child care,,int
cps/basic/sep,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/sep,A_WHYNL4,Labor Force-age,,int
cps/basic/sep,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/sep,A_MAJACT,Labor Force-activities last week,,int
cps/basic/sep,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/sep,H_MSTIND,Household-master segment tape index,,int
cps/basic/sep,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/sep,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/sep,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/sep,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/sep,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/sep,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/sep,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/sep,A_SPOUSE,Demographic-line number,,int
cps/basic/sep,A_LKWK,Labor Force-looking for work,,int
cps/basic/sep,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/sep,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/sep,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/sep,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/sep,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/sep,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/sep,H_HHTYPE,Household-type of household,,int
cps/basic/sep,H_LIVQRT,Household-living quarters,,int
cps/basic/sep,A_PARENT,Demographic-line number,,int
cps/basic/sep,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/sep,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/sep,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/sep,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/sep,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/sep,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/sep,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/sep,HG_REG,Geography-region,,int
cps/basic/sep,A_PFHHAG,Demographic-age,,int
cps/basic/sep,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/sep,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/sep,A_VETWGT,Weight-veteran's weight,,int
cps/basic/sep,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/sep,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/sep,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/sep,A_FAMWGT,Weight-family weight,,int
cps/basic/sep,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
